ZJ02610	08/11/2018	4
ZJ02610	09/11/2018	4
ZJ02610	12/11/2018	4
ZJ02610	13/11/2018	4
ZJ02610	14/11/2018	4
ZJ02610	15/11/2018	4
ZJ02610	16/11/2018	4
ZJ02620	05/11/2018	1
ZJ02620	06/11/2018	1
ZJ02620	07/11/2018	1
ZJ02620	08/11/2018	1
ZJ02620	09/11/2018	1
ZJ02620	12/11/2018	2
ZJ02620	13/11/2018	2
ZJ02620	14/11/2018	2
ZJ02620	15/11/2018	2
ZJ02620	16/11/2018	2
ZS97790	01/11/2018	70
ZS97790	02/11/2018	70
ZS97790	05/11/2018	60
ZS97790	06/11/2018	80
ZS97790	07/11/2018	40
ZS97790	08/11/2018	40
ZS97790	09/11/2018	50
ZS97790	12/11/2018	40
ZS97790	13/11/2018	50
ZS97790	14/11/2018	40
ZS97790	15/11/2018	30
ZS97790	16/11/2018	30
ZS97790	21/11/2018	30
ZS97790	22/11/2018	70
ZS97790	23/11/2018	40
ZS97790	24/11/2018	40
ZS97790	26/11/2018	30
ZS97810	06/11/2018	10
ZS97810	07/11/2018	10
ZS97810	08/11/2018	10
ZS97810	09/11/2018	10
ZS97810	12/11/2018	5
ZS97820	09/11/2018	4
ZS97820	12/11/2018	4
ZS97830	02/11/2018	10
ZS97830	05/11/2018	10
ZS97830	06/11/2018	10
ZS97830	07/11/2018	10
ZS97830	08/11/2018	10
ZS97830	09/11/2018	10
ZS97830	12/11/2018	10
ZS97830	13/11/2018	10
ZS97830	14/11/2018	15
ZS97830	15/11/2018	15
ZS97830	16/11/2018	15
ZS97830	29/11/2018	10
ZS97830	30/11/2018	10
ZS97840	01/11/2018	40
ZS97840	06/11/2018	10
ZS97840	07/11/2018	10
ZS97840	08/11/2018	19
ZS97840	12/11/2018	10
ZS97840	13/11/2018	10
ZS97840	14/11/2018	10
ZS97840	15/11/2018	10
ZS97840	26/11/2018	10
ZS97840	27/11/2018	20
ZS97840	28/11/2018	20
ZS97840	29/11/2018	20
ZS97840	30/11/2018	20
ZS97850	09/11/2018	4
ZS97850	12/11/2018	2
ZS97870	05/11/2018	14
ZS97870	06/11/2018	6
ZS97870	21/11/2018	10
ZS97870	22/11/2018	10
ZS97880	08/11/2018	10
ZS97880	09/11/2018	10
ZS97880	12/11/2018	5
ZS97890	16/11/2018	10
ZS97890	21/11/2018	10
ZS97890	22/11/2018	10
ZS97890	23/11/2018	10
ZS97900	09/11/2018	5
ZS97900	12/11/2018	10
ZS97900	13/11/2018	10
ZS97900	14/11/2018	10
ZS97900	15/11/2018	10
ZS97900	21/11/2018	4
ZS97900	22/11/2018	2
ZS97940	13/11/2018	10
ZS97940	14/11/2018	10
ZS97940	15/11/2018	9
ZS97960	02/11/2018	10
ZS97960	05/11/2018	10
ZS97960	06/11/2018	10
ZS97960	07/11/2018	10
ZS97960	08/11/2018	10
ZS97960	09/11/2018	10
ZS97960	12/11/2018	10
ZS97960	13/11/2018	10
ZS97960	14/11/2018	10
ZS97960	15/11/2018	10
ZS97960	16/11/2018	10
ZS97960	26/11/2018	10
ZS97960	27/11/2018	10
ZS97960	28/11/2018	10
ZS97980	14/11/2018	10
ZS97980	15/11/2018	2
ZS97990	05/11/2018	10
ZS97990	06/11/2018	10
ZS97990	07/11/2018	10
ZS97990	08/11/2018	10
ZS97990	09/11/2018	8
ZS98000	15/11/2018	10
ZS98000	16/11/2018	4
ZS98010	09/11/2018	2
ZS98010	12/11/2018	1
ZS98020	12/11/2018	10
ZS98020	13/11/2018	10
ZS98030	02/11/2018	10
ZS98030	05/11/2018	10
ZS98030	06/11/2018	10
ZS98030	07/11/2018	10
ZS98030	08/11/2018	10
ZS98030	09/11/2018	10
ZS98030	12/11/2018	11
ZS98040	07/11/2018	10
ZS98040	12/11/2018	10
ZS98040	13/11/2018	10
ZS98050	14/11/2018	1
ZS98050	23/11/2018	10
ZS98070	14/11/2018	10
ZS98070	15/11/2018	11
ZS98080	12/11/2018	1
ZS98090	12/11/2018	4
ZS98090	13/11/2018	2
ZS98100	12/11/2018	2
ZS98110	14/11/2018	2
ZS98120	13/11/2018	10
ZS98120	14/11/2018	4
ZS98120	24/11/2018	10
ZS98130	15/11/2018	8
ZS98160	12/11/2018	1
ZS98160	22/11/2018	2
ZS98170	21/11/2018	5
ZS98170	22/11/2018	4
ZS98180	23/11/2018	2
ZS98200	07/11/2018	10
ZS98200	08/11/2018	6
ZS98200	21/11/2018	4
ZS98200	22/11/2018	2
ZS98220	09/11/2018	2
ZS98220	12/11/2018	2
ZS98220	21/11/2018	10
ZS98220	22/11/2018	2
ZS98230	01/11/2018	80
ZS98230	02/11/2018	80
ZS98230	05/11/2018	70
ZS98230	06/11/2018	80
ZS98230	07/11/2018	50
ZS98230	08/11/2018	50
ZS98230	09/11/2018	40
ZS98230	12/11/2018	40
ZS98230	13/11/2018	30
ZS98230	14/11/2018	40
ZS98230	15/11/2018	40
ZS98230	16/11/2018	40
ZS98230	21/11/2018	30
ZS98230	22/11/2018	30
ZS98230	23/11/2018	30
ZS98230	24/11/2018	36
ZS98230	26/11/2018	90
ZS98230	27/11/2018	100
ZS98230	28/11/2018	140
ZS98230	29/11/2018	140
ZS98230	30/11/2018	94
ZS98240	23/11/2018	2
ZS98260	13/11/2018	8
ZS98260	14/11/2018	10
ZS98270	09/11/2018	5
ZS98270	22/11/2018	9
ZS98280	12/11/2018	2
ZS98280	24/11/2018	8
ZS98290	07/11/2018	7
ZS98300	05/11/2018	1
ZS98300	14/11/2018	9
ZS98300	15/11/2018	10
ZS98300	16/11/2018	8
ZS98300	23/11/2018	3
ZS98300	24/11/2018	4
ZS98310	09/11/2018	2
ZS98310	23/11/2018	1
ZS98320	15/11/2018	2
ZS98340	01/11/2018	80
ZS98340	02/11/2018	50
ZS98340	05/11/2018	68
ZS98340	06/11/2018	39
ZS98340	07/11/2018	23
ZS98340	08/11/2018	25
ZS98340	09/11/2018	8
ZS98340	12/11/2018	20
ZS98340	13/11/2018	10
ZS98340	14/11/2018	19
ZS98340	15/11/2018	15
ZS98340	16/11/2018	23
ZS98340	21/11/2018	67
ZS98340	22/11/2018	39
ZS98340	23/11/2018	112
ZS98340	24/11/2018	92
ZS98360	01/11/2018	20
ZS98360	02/11/2018	60
ZS98360	05/11/2018	30
ZS98360	06/11/2018	30
ZS98360	07/11/2018	90
ZS98360	08/11/2018	80
ZS98360	09/11/2018	90
ZS98360	12/11/2018	80
ZS98360	13/11/2018	100
ZS98360	14/11/2018	90
ZS98360	15/11/2018	110
ZS98360	16/11/2018	160
ZS98360	21/11/2018	150
ZS98360	22/11/2018	150
ZS98360	23/11/2018	120
ZS98360	24/11/2018	120
ZS98360	26/11/2018	140
ZS98360	27/11/2018	150
ZS98360	28/11/2018	110
ZS98360	29/11/2018	120
ZS98360	30/11/2018	110
ZS98370	01/11/2018	30
ZS98370	02/11/2018	30
ZS98370	05/11/2018	25
ZS98370	06/11/2018	20
ZS98370	07/11/2018	20
ZS98370	08/11/2018	20
ZS98370	09/11/2018	20
ZS98370	12/11/2018	20
ZS98370	13/11/2018	20
ZS98370	14/11/2018	20
ZS98370	15/11/2018	20
ZS98370	16/11/2018	30
ZS98370	26/11/2018	40
ZS98370	27/11/2018	40
ZS98370	28/11/2018	40
ZS98370	29/11/2018	40
ZS98370	30/11/2018	40
ZS98380	06/11/2018	5
ZS98380	07/11/2018	10
ZS98380	08/11/2018	10
ZS98380	09/11/2018	10
ZS99100	05/11/2018	12
ZS99100	08/11/2018	10
ZS99100	09/11/2018	10
ZS99100	12/11/2018	10
ZS99100	13/11/2018	10
ZS99100	14/11/2018	10
ZS99100	15/11/2018	8
ZS99100	21/11/2018	10
ZS99100	27/11/2018	10
ZS99100	28/11/2018	10
ZS99110	12/11/2018	10
ZS99110	13/11/2018	10
ZS99110	14/11/2018	10
ZS99110	15/11/2018	10
ZS99130	08/11/2018	10
ZS99130	09/11/2018	10
ZS99130	12/11/2018	10
ZS99130	13/11/2018	10
ZS99130	24/11/2018	10
