ZQ94930	22/08/2019	202
ZQ94930	23/08/2019	202
ZQ94930	26/08/2019	196
ZQ94930	27/08/2019	196
ZQ94930	28/08/2019	136
ZQ94930	29/08/2019	136
ZQ94930	30/08/2019	143
ZQ94950	01/08/2019	186
ZQ94950	02/08/2019	196
ZQ94950	05/08/2019	189
ZQ94950	06/08/2019	204
ZQ94950	07/08/2019	213
ZQ94950	08/08/2019	204
ZQ94950	09/08/2019	210
ZQ94950	12/08/2019	205
ZQ94950	13/08/2019	244
ZQ94950	14/08/2019	218
ZQ94950	15/08/2019	218
ZQ94950	16/08/2019	179
ZQ94950	17/08/2019	171
ZQ94950	19/08/2019	222
ZQ94950	20/08/2019	231
ZQ94950	21/08/2019	229
ZQ94950	22/08/2019	242
ZQ94950	23/08/2019	242
ZQ94950	26/08/2019	216
ZQ94950	27/08/2019	216
ZQ94950	28/08/2019	156
ZQ94950	29/08/2019	166
ZQ94950	30/08/2019	163
ZQ94970	01/08/2019	196
ZQ94970	02/08/2019	196
ZQ94970	05/08/2019	199
ZQ94970	06/08/2019	194
ZQ94970	07/08/2019	193
ZQ94970	08/08/2019	194
ZQ94970	09/08/2019	200
ZQ94970	12/08/2019	215
ZQ94970	13/08/2019	214
ZQ94970	14/08/2019	228
ZQ94970	15/08/2019	238
ZQ94970	16/08/2019	229
ZQ94970	17/08/2019	181
ZQ94970	19/08/2019	222
ZQ94970	20/08/2019	231
ZQ94970	21/08/2019	229
ZQ94970	22/08/2019	242
ZQ94970	23/08/2019	232
ZQ94970	26/08/2019	226
ZQ94970	27/08/2019	236
ZQ94970	28/08/2019	166
ZQ94970	29/08/2019	176
ZQ94970	30/08/2019	173
ZQ95000	01/08/2019	13
ZQ95000	02/08/2019	13
ZQ95000	05/08/2019	13
ZQ95000	06/08/2019	13
ZQ95000	07/08/2019	13
ZQ95000	08/08/2019	13
ZQ95000	09/08/2019	13
ZQ95000	12/08/2019	13
ZQ95000	13/08/2019	13
ZQ95000	14/08/2019	13
ZQ95000	15/08/2019	13
ZQ95000	16/08/2019	23
ZQ95000	19/08/2019	23
ZQ95000	20/08/2019	23
ZQ95000	21/08/2019	13
ZQ95000	22/08/2019	13
ZQ95000	23/08/2019	10
ZQ95000	26/08/2019	10
ZQ95000	27/08/2019	10
ZQ95000	28/08/2019	20
ZQ95000	29/08/2019	20
ZQ95000	30/08/2019	10
ZQ95010	01/08/2019	246
ZQ95010	02/08/2019	226
ZQ95010	05/08/2019	219
ZQ95010	06/08/2019	224
ZQ95010	07/08/2019	223
ZQ95010	08/08/2019	224
ZQ95010	09/08/2019	230
